mine_id,mine_name,subsidiary,mine_type,week,overdue_tasks,open_capas,overdue_capas,avg_capa_close_days_8w,near_miss_4w,incidents_12w,critical_findings_4w,expired_training_pct,invalid_attendance_pct_4w,low_trust_evidence_pct_4w,is_monsoon,y
2,Bastacolla OCP,BCCL,opencast,2026-05-11,0,2,0,8.39,3,1,1,14.12,4.34,4.12,0,0
2,Bastacolla OCP,BCCL,opencast,2026-05-18,5,4,1,1.04,2,1,2,12.83,7.67,4.59,0,0
2,Bastacolla OCP,BCCL,opencast,2026-05-25,2,3,1,2.82,1,0,0,14.38,4.54,5.82,0,1
2,Bastacolla OCP,BCCL,opencast,2026-06-01,0,5,3,4.54,2,2,0,19.56,4.93,4.25,0,1
2,Bastacolla OCP,BCCL,opencast,2026-06-08,2,3,0,3.75,0,6,2,11.46,6.95,7.45,0,0
2,Bastacolla OCP,BCCL,opencast,2026-06-15,2,2,1,4.66,1,0,0,19.31,5.21,4.64,0,0
2,Bastacolla OCP,BCCL,opencast,2026-06-22,2,1,0,7.39,3,4,0,21.15,5.99,6.94,0,0
2,Bastacolla OCP,BCCL,opencast,2026-06-29,2,4,1,5.46,1,1,1,0.0,1.51,7.24,0,0
2,Bastacolla OCP,BCCL,opencast,2026-07-06,1,4,2,9.02,6,3,2,3.57,1.28,2.15,1,0
2,Bastacolla OCP,BCCL,opencast,2026-07-13,1,6,0,8.9,5,1,1,9.89,2.75,2.86,1,0
2,Bastacolla OCP,BCCL,opencast,2026-07-20,6,4,2,8.14,3,6,4,9.15,0.0,6.23,1,0
2,Bastacolla OCP,BCCL,opencast,2026-07-27,3,8,2,6.39,2,0,4,13.86,5.62,4.71,1,1
2,Bastacolla OCP,BCCL,opencast,2026-08-03,3,5,3,5.48,0,2,1,12.75,2.59,4.76,1,0
2,Bastacolla OCP,BCCL,opencast,2026-08-10,2,9,2,10.53,2,4,1,10.39,2.64,6.06,1,0
2,Bastacolla OCP,BCCL,opencast,2026-08-17,2,7,0,10.16,3,5,3,13.24,1.02,5.11,1,0
2,Bastacolla OCP,BCCL,opencast,2026-08-24,4,10,2,8.45,6,2,2,2.5,1.95,3.92,1,0
2,Bastacolla OCP,BCCL,opencast,2026-08-31,1,4,1,5.24,5,1,4,19.51,3.09,5.52,1,0
2,Bastacolla OCP,BCCL,opencast,2026-09-07,4,6,0,6.67,2,5,2,14.57,1.26,4.62,1,1
2,Bastacolla OCP,BCCL,opencast,2026-09-14,1,5,2,6.45,4,3,3,4.74,3.71,2.57,1,0
2,Bastacolla OCP,BCCL,opencast,2026-09-21,4,9,3,10.43,3,0,0,11.37,3.4,1.3,1,0
3,Moonidih UG,BCCL,underground,2026-01-05,1,5,1,6.95,5,0,0,10.85,3.08,6.33,0,0
3,Moonidih UG,BCCL,underground,2026-01-12,3,8,0,6.83,4,1,1,10.05,5.76,2.01,0,0
3,Moonidih UG,BCCL,underground,2026-01-19,2,1,0,6.46,2,0,1,15.22,4.79,2.21,0,0
3,Moonidih UG,BCCL,underground,2026-01-26,0,2,0,7.36,2,0,2,4.68,0.34,6.46,0,0
3,Moonidih UG,BCCL,underground,2026-02-02,1,1,1,1.98,6,1,0,8.67,2.84,1.9,0,0
3,Moonidih UG,BCCL,underground,2026-02-09,4,2,4,7.1,4,1,1,15.13,0.16,7.26,0,0
3,Moonidih UG,BCCL,underground,2026-02-16,3,2,2,9.21,3,2,2,0.99,2.5,3.18,0,0
3,Moonidih UG,BCCL,underground,2026-02-23,2,6,2,5.53,2,0,0,7.85,5.59,4.53,0,0
3,Moonidih UG,BCCL,underground,2026-03-02,0,3,0,9.15,4,1,1,10.99,2.47,3.39,0,0
3,Moonidih UG,BCCL,underground,2026-03-09,1,7,1,6.5,3,2,2,9.95,7.18,5.32,0,0
3,Moonidih UG,BCCL,underground,2026-03-16,0,7,0,1.0,4,0,0,10.57,5.47,4.07,0,0
3,Moonidih UG,BCCL,underground,2026-03-23,1,6,1,7.53,2,0,1,12.92,3.01,1.38,0,0
3,Moonidih UG,BCCL,underground,2026-03-30,3,4,1,5.32,1,0,0,10.28,1.43,4.93,0,0
3,Moonidih UG,BCCL,underground,2026-04-06,1,1,3,5.06,6,2,1,17.72,4.51,1.57,0,0
3,Moonidih UG,BCCL,underground,2026-04-13,0,5,1,7.82,2,2,2,10.22,2.38,5.14,0,0
3,Moonidih UG,BCCL,underground,2026-04-20,2,7,0,6.64,4,2,3,10.64,3.87,6.46,0,0
3,Moonidih UG,BCCL,underground,2026-04-27,3,4,3,7.21,1,0,2,5.75,1.84,4.4,0,0
3,Moonidih UG,BCCL,underground,2026-05-04,2,2,1,4.0,3,0,1,13.63,2.14,3.0,0,0
3,Moonidih UG,BCCL,underground,2026-05-11,1,4,1,7.21,5,1,2,5.67,4.03,5.02,0,0
3,Moonidih UG,BCCL,underground,2026-05-18,6,5,0,9.17,2,2,1,16.15,2.39,2.21,0,0
3,Moonidih UG,BCCL,underground,2026-05-25,1,2,3,1.24,3,1,2,10.69,3.61,5.96,0,0
3,Moonidih UG,BCCL,underground,2026-06-01,3,2,0,1.0,2,1,1,15.52,4.55,5.92,0,0
3,Moonidih UG,BCCL,underground,2026-06-08,3,1,1,8.33,1,2,0,7.55,2.22,0.0,0,0
3,Moonidih UG,BCCL,underground,2026-06-15,4,3,2,6.81,3,0,1,10.06,0.0,6.03,0,0
3,Moonidih UG,BCCL,underground,2026-06-22,1,4,0,6.17,2,1,3,9.06,5.62,3.06,0,0
3,Moonidih UG,BCCL,underground,2026-06-29,0,8,0,9.14,5,0,0,8.06,2.23,6.58,0,0
3,Moonidih UG,BCCL,underground,2026-07-06,2,8,2,4.78,6,2,0,9.08,2.71,6.18,1,0
3,Moonidih UG,BCCL,underground,2026-07-13,5,5,0,5.12,7,2,1,15.67,8.21,3.85,1,0
3,Moonidih UG,BCCL,underground,2026-07-20,1,6,2,7.74,6,0,3,7.98,5.08,3.34,1,0
3,Moonidih UG,BCCL,underground,2026-07-27,2,3,1,6.45,4,1,6,13.81,3.44,8.63,1,0
3,Moonidih UG,BCCL,underground,2026-08-03,2,5,2,9.53,6,1,1,12.42,6.44,6.84,1,0
3,Moonidih UG,BCCL,underground,2026-08-10,2,3,3,4.58,5,1,2,8.14,6.16,3.92,1,0
3,Moonidih UG,BCCL,underground,2026-08-17,4,6,3,7.38,5,3,1,17.18,6.98,5.72,1,1
3,Moonidih UG,BCCL,underground,2026-08-24,4,3,3,6.37,4,4,7,13.56,0.78,3.35,1,1
3,Moonidih UG,BCCL,underground,2026-08-31,2,5,2,5.34,5,2,4,17.69,4.42,3.9,1,1
3,Moonidih UG,BCCL,underground,2026-09-07,2,8,3,7.82,6,2,1,16.43,2.35,4.96,1,1
3,Moonidih UG,BCCL,underground,2026-09-14,0,5,2,7.2,2,2,1,8.8,4.73,8.13,1,0
3,Moonidih UG,BCCL,underground,2026-09-21,3,4,1,5.44,6,3,2,15.93,4.42,4.65,1,1
4,Lodna OCP,BCCL,opencast,2026-01-05,2,3,1,6.23,0,0,0,10.88,6.58,1.53,0,0
4,Lodna OCP,BCCL,opencast,2026-01-12,3,6,0,4.11,3,1,0,15.1,6.32,7.09,0,0
4,Lodna OCP,BCCL,opencast,2026-01-19,0,3,1,8.16,2,1,3,7.29,2.61,1.36,0,0
4,Lodna OCP,BCCL,opencast,2026-01-26,3,4,1,3.98,1,1,0,10.47,4.02,4.89,0,0
4,Lodna OCP,BCCL,opencast,2026-02-02,4,5,0,5.48,0,1,1,18.63,0.17,5.56,0,0
4,Lodna OCP,BCCL,opencast,2026-02-09,0,3,0,4.93,0,1,1,11.49,5.35,2.94,0,0
4,Lodna OCP,BCCL,opencast,2026-02-16,2,4,1,5.78,3,2,3,6.9,5.57,6.95,0,0
4,Lodna OCP,BCCL,opencast,2026-02-23,2,2,0,5.32,0,2,0,4.57,1.49,6.02,0,0
4,Lodna OCP,BCCL,opencast,2026-03-02,3,2,1,4.93,1,1,3,12.56,4.28,4.21,0,0
4,Lodna OCP,BCCL,opencast,2026-03-09,1,0,0,4.72,2,1,1,7.2,1.19,7.04,0,0
4,Lodna OCP,BCCL,opencast,2026-03-16,1,9,1,3.96,0,1,3,14.0,4.55,2.3,0,0
4,Lodna OCP,BCCL,opencast,2026-03-23,2,4,2,8.53,4,0,2,13.77,3.41,0.0,0,0
4,Lodna OCP,BCCL,opencast,2026-03-30,2,5,0,2.8,3,0,1,7.08,4.24,5.64,0,0
4,Lodna OCP,BCCL,opencast,2026-04-06,4,5,1,9.17,2,0,1,7.57,2.47,2.58,0,0
4,Lodna OCP,BCCL,opencast,2026-04-13,1,8,0,10.72,3,0,1,11.89,0.0,2.55,0,0
4,Lodna OCP,BCCL,opencast,2026-04-20,0,2,0,7.47,3,1,1,12.43,4.28,4.81,0,0
4,Lodna OCP,BCCL,opencast,2026-04-27,3,3,0,7.78,1,0,1,7.74,1.72,4.12,0,0
4,Lodna OCP,BCCL,opencast,2026-05-04,0,4,1,6.51,2,3,1,9.96,0.55,2.48,0,0
4,Lodna OCP,BCCL,opencast,2026-05-11,1,1,1,3.68,2,2,0,19.13,1.73,7.66,0,0
4,Lodna OCP,BCCL,opencast,2026-05-18,3,2,2,3.41,1,0,2,13.74,2.67,4.69,0,0
4,Lodna OCP,BCCL,opencast,2026-05-25,3,1,5,4.66,0,0,0,4.38,6.53,7.13,0,0
4,Lodna OCP,BCCL,opencast,2026-06-01,1,2,0,5.2,3,0,2,9.33,2.78,3.45,0,0
4,Lodna OCP,BCCL,opencast,2026-06-08,1,3,0,4.71,4,1,2,1.19,5.73,5.35,0,0
4,Lodna OCP,BCCL,opencast,2026-06-15,0,3,0,3.26,1,1,0,5.89,4.17,2.64,0,0
4,Lodna OCP,BCCL,opencast,2026-06-22,6,2,1,6.64,0,0,2,4.87,6.03,5.93,0,0
4,Lodna OCP,BCCL,opencast,2026-06-29,3,3,1,5.87,2,0,0,17.55,1.85,6.74,0,1
4,Lodna OCP,BCCL,opencast,2026-07-06,3,2,1,8.97,7,2,1,5.62,3.33,5.21,1,0
4,Lodna OCP,BCCL,opencast,2026-07-13,3,6,0,4.17,1,2,3,6.3,6.02,2.28,1,0
4,Lodna OCP,BCCL,opencast,2026-07-20,3,4,1,8.3,7,3,1,15.44,5.73,4.68,1,1
4,Lodna OCP,BCCL,opencast,2026-07-27,2,8,1,4.23,3,1,2,18.44,5.56,2.06,1,0
4,Lodna OCP,BCCL,opencast,2026-08-03,2,7,0,6.95,2,1,1,3.59,4.06,4.43,1,0
4,Lodna OCP,BCCL,opencast,2026-08-10,5,5,3,8.85,6,2,3,11.99,5.65,3.57,1,1
4,Lodna OCP,BCCL,opencast,2026-08-17,6,2,2,7.28,6,3,2,19.39,5.59,1.79,1,1
4,Lodna OCP,BCCL,opencast,2026-08-24,4,6,0,7.34,2,0,1,19.7,5.44,7.92,1,0
4,Lodna OCP,BCCL,opencast,2026-08-31,1,8,3,7.39,6,2,5,10.45,3.53,2.58,1,0
4,Lodna OCP,BCCL,opencast,2026-09-07,3,8,2,9.09,2,0,5,9.7,4.03,6.31,1,1
4,Lodna OCP,BCCL,opencast,2026-09-14,0,3,1,4.92,4,3,3,9.23,4.81,4.47,1,0
4,Lodna OCP,BCCL,opencast,2026-09-21,3,3,2,8.82,2,2,2,4.05,4.98,6.7,1,0
5,Sijua OCP,BCCL,opencast,2026-01-05,0,3,0,6.68,3,0,0,9.69,4.62,9.06,0,0
5,Sijua OCP,BCCL,opencast,2026-01-12,1,5,1,4.86,1,0,0,3.05,6.92,5.14,0,0
5,Sijua OCP,BCCL,opencast,2026-01-19,1,4,0,2.29,2,0,0,11.64,2.74,3.23,0,0
5,Sijua OCP,BCCL,opencast,2026-01-26,8,8,4,5.21,4,0,0,11.74,3.53,8.83,0,1
5,Sijua OCP,BCCL,opencast,2026-02-02,2,1,1,6.02,2,0,1,0.34,1.28,8.95,0,0
5,Sijua OCP,BCCL,opencast,2026-02-09,0,10,1,5.83,1,2,3,5.54,2.52,3.44,0,0
5,Sijua OCP,BCCL,opencast,2026-02-16,0,5,0,6.16,1,0,0,12.28,4.56,5.09,0,0
5,Sijua OCP,BCCL,opencast,2026-02-23,2,2,1,4.53,5,2,0,6.21,0.58,6.26,0,0
5,Sijua OCP,BCCL,opencast,2026-03-02,2,2,1,7.52,4,2,0,13.8,4.61,6.18,0,0
5,Sijua OCP,BCCL,opencast,2026-03-09,1,4,0,7.09,2,1,1,0.74,2.11,7.7,0,0
5,Sijua OCP,BCCL,opencast,2026-03-16,2,2,3,5.66,4,1,2,5.84,4.32,4.8,0,0
5,Sijua OCP,BCCL,opencast,2026-03-23,1,8,2,5.58,2,1,0,5.16,8.29,4.64,0,0
5,Sijua OCP,BCCL,opencast,2026-03-30,3,4,1,1.33,2,0,0,6.29,1.29,4.3,0,0
5,Sijua OCP,BCCL,opencast,2026-04-06,1,6,3,6.63,1,1,0,3.61,4.8,2.75,0,0
5,Sijua OCP,BCCL,opencast,2026-04-13,2,1,0,4.49,1,1,1,2.93,0.0,2.89,0,0
5,Sijua OCP,BCCL,opencast,2026-04-20,5,2,0,10.89,1,1,1,7.62,1.36,0.53,0,0
5,Sijua OCP,BCCL,opencast,2026-04-27,1,3,1,6.03,1,1,0,4.72,5.51,5.7,0,0
5,Sijua OCP,BCCL,opencast,2026-05-04,4,3,1,8.47,3,0,2,7.96,4.05,0.99,0,1
5,Sijua OCP,BCCL,opencast,2026-05-11,4,6,1,6.44,3,1,1,11.64,3.49,4.28,0,0
5,Sijua OCP,BCCL,opencast,2026-05-18,1,4,2,7.2,1,2,0,14.48,4.55,9.48,0,0
5,Sijua OCP,BCCL,opencast,2026-05-25,3,4,2,7.94,3,2,2,9.16,4.39,2.55,0,0
5,Sijua OCP,BCCL,opencast,2026-06-01,4,4,2,5.7,2,1,0,12.0,2.92,6.14,0,0
5,Sijua OCP,BCCL,opencast,2026-06-08,1,3,1,4.7,1,0,1,9.53,0.0,4.56,0,0
5,Sijua OCP,BCCL,opencast,2026-06-15,5,7,1,5.12,1,0,0,4.08,5.1,1.47,0,0
5,Sijua OCP,BCCL,opencast,2026-06-22,2,2,0,5.3,1,2,0,12.79,2.71,6.09,0,0
5,Sijua OCP,BCCL,opencast,2026-06-29,2,3,2,5.82,1,0,2,11.75,3.86,2.89,0,0
5,Sijua OCP,BCCL,opencast,2026-07-06,2,7,2,4.53,0,1,1,7.2,4.72,7.68,1,0
5,Sijua OCP,BCCL,opencast,2026-07-13,0,9,5,5.86,1,2,1,2.91,8.71,4.94,1,1
5,Sijua OCP,BCCL,opencast,2026-07-20,2,3,0,10.56,6,3,0,14.44,6.24,4.31,1,0
5,Sijua OCP,BCCL,opencast,2026-07-27,4,8,0,8.84,4,1,2,11.02,4.45,4.84,1,1
5,Sijua OCP,BCCL,opencast,2026-08-03,1,8,0,7.46,4,2,4,14.34,2.66,4.04,1,0
5,Sijua OCP,BCCL,opencast,2026-08-10,1,4,0,7.23,0,2,3,7.95,7.38,3.57,1,0
5,Sijua OCP,BCCL,opencast,2026-08-17,4,6,1,6.56,4,0,1,10.19,4.09,5.49,1,0
5,Sijua OCP,BCCL,opencast,2026-08-24,2,4,0,6.13,0,3,3,12.89,2.29,5.3,1,0
5,Sijua OCP,BCCL,opencast,2026-08-31,3,3,4,5.7,2,2,2,11.69,3.26,3.81,1,1
5,Sijua OCP,BCCL,opencast,2026-09-07,3,4,4,5.35,3,1,3,10.91,6.56,2.85,1,0
5,Sijua OCP,BCCL,opencast,2026-09-14,2,4,1,7.84,4,0,1,6.24,3.67,3.27,1,0
5,Sijua OCP,BCCL,opencast,2026-09-21,7,6,2,11.82,1,3,2,10.51,1.84,5.85,1,0
6,Barora OCP,BCCL,opencast,2026-01-05,2,2,2,5.46,1,2,1,12.69,3.98,4.37,0,0
6,Barora OCP,BCCL,opencast,2026-01-12,2,2,4,6.43,4,1,0,8.4,7.52,3.19,0,0
6,Barora OCP,BCCL,opencast,2026-01-19,1,7,0,4.6,3,0,0,9.15,6.54,3.5,0,0
6,Barora OCP,BCCL,opencast,2026-01-26,2,4,0,5.72,1,0,0,10.94,2.59,7.86,0,0
6,Barora OCP,BCCL,opencast,2026-02-02,1,1,1,6.6,3,2,0,0.0,6.49,5.27,0,0
6,Barora OCP,BCCL,opencast,2026-02-09,1,4,1,3.49,2,0,0,8.86,5.0,5.24,0,0
6,Barora OCP,BCCL,opencast,2026-02-16,0,3,3,6.62,3,0,2,14.01,4.3,7.58,0,0
6,Barora OCP,BCCL,opencast,2026-02-23,3,2,0,6.48,1,1,2,15.9,7.78,6.49,0,0
6,Barora OCP,BCCL,opencast,2026-03-02,1,3,0,5.14,2,0,1,0.0,1.99,10.46,0,0
6,Barora OCP,BCCL,opencast,2026-03-09,0,2,0,6.78,1,0,1,2.17,2.21,2.64,0,0
6,Barora OCP,BCCL,opencast,2026-03-16,3,4,2,4.47,2,0,2,9.58,2.26,5.14,0,0
6,Barora OCP,BCCL,opencast,2026-03-23,1,8,1,5.11,1,0,1,13.99,2.12,2.81,0,0
6,Barora OCP,BCCL,opencast,2026-03-30,2,2,1,4.81,2,1,2,15.4,4.02,6.59,0,0
6,Barora OCP,BCCL,opencast,2026-04-06,2,4,3,4.83,3,0,0,5.47,3.9,4.29,0,0
6,Barora OCP,BCCL,opencast,2026-04-13,2,2,1,1.52,1,0,2,8.65,3.78,4.79,0,0
6,Barora OCP,BCCL,opencast,2026-04-20,3,4,0,9.57,3,1,0,11.51,7.21,7.41,0,0
6,Barora OCP,BCCL,opencast,2026-04-27,2,4,1,7.43,1,2,1,11.57,4.14,1.89,0,0
6,Barora OCP,BCCL,opencast,2026-05-04,1,2,1,8.28,3,2,0,12.71,3.97,6.95,0,0
6,Barora OCP,BCCL,opencast,2026-05-11,1,6,0,1.29,2,1,2,13.79,2.7,4.09,0,0
6,Barora OCP,BCCL,opencast,2026-05-18,2,3,1,3.96,1,0,1,4.3,3.91,6.74,0,0
6,Barora OCP,BCCL,opencast,2026-05-25,0,3,2,8.42,4,0,0,12.54,2.26,5.17,0,0
6,Barora OCP,BCCL,opencast,2026-06-01,1,0,2,3.6,1,1,1,7.29,4.54,3.74,0,0
6,Barora OCP,BCCL,opencast,2026-06-08,4,4,0,5.82,2,4,1,13.93,2.08,3.97,0,0
6,Barora OCP,BCCL,opencast,2026-06-15,1,4,2,5.33,1,0,1,15.98,4.65,7.99,0,0
6,Barora OCP,BCCL,opencast,2026-06-22,2,5,0,6.74,1,2,0,11.77,3.95,6.69,0,0
6,Barora OCP,BCCL,opencast,2026-06-29,3,4,1,6.51,3,1,1,2.93,5.98,0.0,0,0
6,Barora OCP,BCCL,opencast,2026-07-06,6,5,1,4.88,6,2,2,11.17,0.82,1.7,1,1
6,Barora OCP,BCCL,opencast,2026-07-13,3,4,1,5.62,6,2,0,15.81,5.64,7.5,1,0
6,Barora OCP,BCCL,opencast,2026-07-20,3,7,0,5.98,3,1,1,9.91,3.45,4.22,1,0
6,Barora OCP,BCCL,opencast,2026-07-27,0,3,3,6.65,5,2,0,6.57,2.03,3.72,1,0
6,Barora OCP,BCCL,opencast,2026-08-03,1,1,1,12.06,4,1,0,5.26,1.96,3.24,1,0
6,Barora OCP,BCCL,opencast,2026-08-10,2,5,2,11.29,3,1,2,7.45,6.96,5.96,1,0
6,Barora OCP,BCCL,opencast,2026-08-17,1,8,0,7.64,1,3,5,16.77,5.32,3.25,1,0
6,Barora OCP,BCCL,opencast,2026-08-24,4,5,3,7.14,3,3,0,9.7,9.99,2.85,1,0
6,Barora OCP,BCCL,opencast,2026-08-31,2,3,2,9.87,2,0,0,7.61,2.13,2.62,1,0
6,Barora OCP,BCCL,opencast,2026-09-07,3,7,2,9.85,7,4,2,11.68,2.53,4.63,1,1
6,Barora OCP,BCCL,opencast,2026-09-14,4,5,1,10.96,3,2,1,12.66,2.03,4.79,1,1
6,Barora OCP,BCCL,opencast,2026-09-21,3,3,0,8.25,3,0,2,11.9,2.11,3.47,1,0
7,Govindpur OCP,BCCL,opencast,2026-01-05,1,4,1,7.24,5,1,1,13.57,2.04,2.93,0,1
7,Govindpur OCP,BCCL,opencast,2026-01-12,1,8,0,9.26,1,2,1,18.44,6.2,2.88,0,0
7,Govindpur OCP,BCCL,opencast,2026-01-19,1,4,1,3.63,2,0,1,5.87,3.99,6.74,0,0
7,Govindpur OCP,BCCL,opencast,2026-01-26,3,4,0,9.63,2,0,0,6.88,4.15,6.79,0,0
7,Govindpur OCP,BCCL,opencast,2026-02-02,2,4,1,8.29,2,0,1,1.91,2.34,5.57,0,0
7,Govindpur OCP,BCCL,opencast,2026-02-09,1,8,1,6.06,4,0,3,8.71,1.58,6.89,0,0
7,Govindpur OCP,BCCL,opencast,2026-02-16,3,4,0,3.83,2,0,1,12.42,3.99,2.34,0,0
7,Govindpur OCP,BCCL,opencast,2026-02-23,0,9,1,2.29,3,0,1,5.12,4.97,6.61,0,0
