mine_id,mine_name,date,pm10
1,Kusunda OCP,2026-08-10,60.42
1,Kusunda OCP,2026-08-11,64.88
1,Kusunda OCP,2026-08-12,55.55
1,Kusunda OCP,2026-08-13,80.91
1,Kusunda OCP,2026-08-14,45.6
1,Kusunda OCP,2026-08-15,48.94
1,Kusunda OCP,2026-08-16,45.57
1,Kusunda OCP,2026-08-17,70.63
1,Kusunda OCP,2026-08-18,63.02
1,Kusunda OCP,2026-08-19,49.56
1,Kusunda OCP,2026-08-20,46.36
1,Kusunda OCP,2026-08-21,68.85
1,Kusunda OCP,2026-08-22,58.62
1,Kusunda OCP,2026-08-23,69.1
1,Kusunda OCP,2026-08-24,54.4
1,Kusunda OCP,2026-08-25,60.12
1,Kusunda OCP,2026-08-26,58.0
1,Kusunda OCP,2026-08-27,48.76
1,Kusunda OCP,2026-08-28,53.56
1,Kusunda OCP,2026-08-29,43.16
1,Kusunda OCP,2026-08-30,59.94
1,Kusunda OCP,2026-08-31,62.61
1,Kusunda OCP,2026-09-01,64.9
1,Kusunda OCP,2026-09-02,61.67
1,Kusunda OCP,2026-09-03,53.72
1,Kusunda OCP,2026-09-04,70.52
1,Kusunda OCP,2026-09-05,63.92
1,Kusunda OCP,2026-09-06,68.89
1,Kusunda OCP,2026-09-07,69.51
1,Kusunda OCP,2026-09-08,53.74
1,Kusunda OCP,2026-09-09,58.88
1,Kusunda OCP,2026-09-10,62.75
1,Kusunda OCP,2026-09-11,43.51
1,Kusunda OCP,2026-09-12,43.73
1,Kusunda OCP,2026-09-13,42.01
1,Kusunda OCP,2026-09-14,53.92
1,Kusunda OCP,2026-09-15,51.67
1,Kusunda OCP,2026-09-16,40.64
1,Kusunda OCP,2026-09-17,56.49
1,Kusunda OCP,2026-09-18,54.04
1,Kusunda OCP,2026-09-19,66.82
1,Kusunda OCP,2026-09-20,75.13
1,Kusunda OCP,2026-09-21,59.56
2,Bastacolla OCP,2026-06-01,48.03
2,Bastacolla OCP,2026-06-02,61.47
2,Bastacolla OCP,2026-06-03,55.09
2,Bastacolla OCP,2026-06-04,52.6
2,Bastacolla OCP,2026-06-05,46.38
2,Bastacolla OCP,2026-06-06,50.36
2,Bastacolla OCP,2026-06-07,53.22
2,Bastacolla OCP,2026-06-08,63.04
2,Bastacolla OCP,2026-06-09,60.11
2,Bastacolla OCP,2026-06-10,73.26
2,Bastacolla OCP,2026-06-11,61.74
2,Bastacolla OCP,2026-06-12,59.24
2,Bastacolla OCP,2026-06-13,51.94
2,Bastacolla OCP,2026-06-14,44.63
2,Bastacolla OCP,2026-06-15,49.3
2,Bastacolla OCP,2026-06-16,48.0
2,Bastacolla OCP,2026-06-17,29.39
2,Bastacolla OCP,2026-06-18,44.91
2,Bastacolla OCP,2026-06-19,71.02
2,Bastacolla OCP,2026-06-20,58.69
2,Bastacolla OCP,2026-06-21,51.23
2,Bastacolla OCP,2026-06-22,58.98
2,Bastacolla OCP,2026-06-23,35.47
2,Bastacolla OCP,2026-06-24,57.82
2,Bastacolla OCP,2026-06-25,67.77
2,Bastacolla OCP,2026-06-26,53.79
2,Bastacolla OCP,2026-06-27,37.28
2,Bastacolla OCP,2026-06-28,50.86
2,Bastacolla OCP,2026-06-29,67.79
2,Bastacolla OCP,2026-06-30,57.59
2,Bastacolla OCP,2026-07-01,40.82
2,Bastacolla OCP,2026-07-02,78.68
2,Bastacolla OCP,2026-07-03,42.46
2,Bastacolla OCP,2026-07-04,52.57
2,Bastacolla OCP,2026-07-05,44.63
2,Bastacolla OCP,2026-07-06,44.64
2,Bastacolla OCP,2026-07-07,50.48
2,Bastacolla OCP,2026-07-08,61.36
2,Bastacolla OCP,2026-07-09,67.91
2,Bastacolla OCP,2026-07-10,51.14
2,Bastacolla OCP,2026-07-11,44.9
2,Bastacolla OCP,2026-07-12,59.79
2,Bastacolla OCP,2026-07-13,60.08
2,Bastacolla OCP,2026-07-14,57.4
2,Bastacolla OCP,2026-07-15,57.76
2,Bastacolla OCP,2026-07-16,53.87
2,Bastacolla OCP,2026-07-17,55.98
2,Bastacolla OCP,2026-07-18,53.18
2,Bastacolla OCP,2026-07-19,65.7
2,Bastacolla OCP,2026-07-20,77.28
2,Bastacolla OCP,2026-07-21,56.8
2,Bastacolla OCP,2026-07-22,54.93
2,Bastacolla OCP,2026-07-23,57.56
2,Bastacolla OCP,2026-07-24,48.42
2,Bastacolla OCP,2026-07-25,62.65
2,Bastacolla OCP,2026-07-26,59.41
2,Bastacolla OCP,2026-07-27,50.8
2,Bastacolla OCP,2026-07-28,64.02
2,Bastacolla OCP,2026-07-29,55.19
2,Bastacolla OCP,2026-07-30,45.3
2,Bastacolla OCP,2026-07-31,58.52
2,Bastacolla OCP,2026-08-01,57.37
2,Bastacolla OCP,2026-08-02,64.6
2,Bastacolla OCP,2026-08-03,63.32
2,Bastacolla OCP,2026-08-04,53.91
2,Bastacolla OCP,2026-08-05,50.28
2,Bastacolla OCP,2026-08-06,55.02
2,Bastacolla OCP,2026-08-07,58.63
2,Bastacolla OCP,2026-08-08,59.84
2,Bastacolla OCP,2026-08-09,58.01
2,Bastacolla OCP,2026-08-10,54.09
2,Bastacolla OCP,2026-08-11,64.97
2,Bastacolla OCP,2026-08-12,48.26
2,Bastacolla OCP,2026-08-13,79.79
2,Bastacolla OCP,2026-08-14,62.63
2,Bastacolla OCP,2026-08-15,43.73
2,Bastacolla OCP,2026-08-16,56.85
2,Bastacolla OCP,2026-08-17,62.73
2,Bastacolla OCP,2026-08-18,51.51
2,Bastacolla OCP,2026-08-19,40.05
2,Bastacolla OCP,2026-08-20,44.61
2,Bastacolla OCP,2026-08-21,60.42
2,Bastacolla OCP,2026-08-22,37.45
2,Bastacolla OCP,2026-08-23,40.51
2,Bastacolla OCP,2026-08-24,60.37
2,Bastacolla OCP,2026-08-25,52.77
2,Bastacolla OCP,2026-08-26,48.04
2,Bastacolla OCP,2026-08-27,50.05
2,Bastacolla OCP,2026-08-28,40.29
2,Bastacolla OCP,2026-08-29,59.84
2,Bastacolla OCP,2026-08-30,46.93
2,Bastacolla OCP,2026-08-31,49.64
2,Bastacolla OCP,2026-09-01,58.47
2,Bastacolla OCP,2026-09-02,52.43
2,Bastacolla OCP,2026-09-03,47.95
2,Bastacolla OCP,2026-09-04,35.11
2,Bastacolla OCP,2026-09-05,58.67
2,Bastacolla OCP,2026-09-06,55.79
2,Bastacolla OCP,2026-09-07,49.83
2,Bastacolla OCP,2026-09-08,44.63
2,Bastacolla OCP,2026-09-09,55.13
2,Bastacolla OCP,2026-09-10,59.8
2,Bastacolla OCP,2026-09-11,55.98
2,Bastacolla OCP,2026-09-12,71.38
2,Bastacolla OCP,2026-09-13,62.05
2,Bastacolla OCP,2026-09-14,53.93
2,Bastacolla OCP,2026-09-15,62.38
2,Bastacolla OCP,2026-09-16,55.49
2,Bastacolla OCP,2026-09-17,55.45
2,Bastacolla OCP,2026-09-18,67.96
2,Bastacolla OCP,2026-09-19,46.02
2,Bastacolla OCP,2026-09-20,55.23
2,Bastacolla OCP,2026-09-21,66.9
3,Moonidih UG,2026-06-01,58.09
3,Moonidih UG,2026-06-02,51.31
3,Moonidih UG,2026-06-03,37.94
3,Moonidih UG,2026-06-04,32.3
3,Moonidih UG,2026-06-05,75.76
3,Moonidih UG,2026-06-06,58.09
3,Moonidih UG,2026-06-07,49.16
3,Moonidih UG,2026-06-08,58.49
3,Moonidih UG,2026-06-09,45.52
3,Moonidih UG,2026-06-10,51.69
3,Moonidih UG,2026-06-11,45.59
3,Moonidih UG,2026-06-12,40.87
3,Moonidih UG,2026-06-13,33.95
3,Moonidih UG,2026-06-14,39.02
3,Moonidih UG,2026-06-15,65.21
3,Moonidih UG,2026-06-16,45.13
3,Moonidih UG,2026-06-17,60.35
3,Moonidih UG,2026-06-18,64.57
3,Moonidih UG,2026-06-19,55.17
3,Moonidih UG,2026-06-20,52.01
3,Moonidih UG,2026-06-21,56.33
3,Moonidih UG,2026-06-22,50.83
3,Moonidih UG,2026-06-23,67.04
3,Moonidih UG,2026-06-24,73.77
3,Moonidih UG,2026-06-25,69.5
3,Moonidih UG,2026-06-26,33.48
3,Moonidih UG,2026-06-27,50.63
3,Moonidih UG,2026-06-28,55.04
3,Moonidih UG,2026-06-29,59.63
3,Moonidih UG,2026-06-30,37.73
3,Moonidih UG,2026-07-01,37.57
3,Moonidih UG,2026-07-02,68.07
3,Moonidih UG,2026-07-03,49.41
3,Moonidih UG,2026-07-04,40.13
3,Moonidih UG,2026-07-05,43.96
3,Moonidih UG,2026-07-06,58.9
3,Moonidih UG,2026-07-07,46.77
3,Moonidih UG,2026-07-08,57.42
3,Moonidih UG,2026-07-09,45.21
3,Moonidih UG,2026-07-10,37.56
3,Moonidih UG,2026-07-11,69.24
3,Moonidih UG,2026-07-12,58.98
3,Moonidih UG,2026-07-13,51.66
3,Moonidih UG,2026-07-14,49.79
3,Moonidih UG,2026-07-15,69.65
3,Moonidih UG,2026-07-16,60.92
3,Moonidih UG,2026-07-17,66.47
3,Moonidih UG,2026-07-18,49.16
3,Moonidih UG,2026-07-19,55.51
3,Moonidih UG,2026-07-20,59.02
3,Moonidih UG,2026-07-21,49.5
3,Moonidih UG,2026-07-22,54.04
3,Moonidih UG,2026-07-23,49.16
3,Moonidih UG,2026-07-24,58.99
3,Moonidih UG,2026-07-25,41.79
3,Moonidih UG,2026-07-26,60.72
3,Moonidih UG,2026-07-27,58.11
3,Moonidih UG,2026-07-28,52.97
3,Moonidih UG,2026-07-29,59.5
3,Moonidih UG,2026-07-30,51.35
3,Moonidih UG,2026-07-31,48.3
3,Moonidih UG,2026-08-01,60.44
3,Moonidih UG,2026-08-02,60.87
3,Moonidih UG,2026-08-03,49.93
3,Moonidih UG,2026-08-04,49.07
3,Moonidih UG,2026-08-05,53.17
3,Moonidih UG,2026-08-06,49.48
3,Moonidih UG,2026-08-07,70.25
3,Moonidih UG,2026-08-08,58.16
3,Moonidih UG,2026-08-09,55.15
3,Moonidih UG,2026-08-10,45.67
3,Moonidih UG,2026-08-11,62.39
3,Moonidih UG,2026-08-12,48.88
3,Moonidih UG,2026-08-13,48.47
3,Moonidih UG,2026-08-14,62.73
3,Moonidih UG,2026-08-15,58.87
3,Moonidih UG,2026-08-16,29.97
3,Moonidih UG,2026-08-17,53.42
3,Moonidih UG,2026-08-18,56.26
3,Moonidih UG,2026-08-19,51.6
3,Moonidih UG,2026-08-20,56.6
3,Moonidih UG,2026-08-21,36.9
3,Moonidih UG,2026-08-22,26.69
3,Moonidih UG,2026-08-23,45.25
3,Moonidih UG,2026-08-24,57.82
3,Moonidih UG,2026-08-25,22.75
3,Moonidih UG,2026-08-26,46.56
3,Moonidih UG,2026-08-27,35.77
3,Moonidih UG,2026-08-28,52.57
3,Moonidih UG,2026-08-29,74.58
3,Moonidih UG,2026-08-30,52.83
3,Moonidih UG,2026-08-31,53.92
3,Moonidih UG,2026-09-01,63.39
3,Moonidih UG,2026-09-02,55.21
3,Moonidih UG,2026-09-03,52.85
3,Moonidih UG,2026-09-04,64.27
3,Moonidih UG,2026-09-05,59.72
3,Moonidih UG,2026-09-06,57.89
3,Moonidih UG,2026-09-07,53.61
3,Moonidih UG,2026-09-08,51.54
3,Moonidih UG,2026-09-09,64.17
3,Moonidih UG,2026-09-10,51.64
3,Moonidih UG,2026-09-11,67.31
3,Moonidih UG,2026-09-12,44.53
3,Moonidih UG,2026-09-13,69.34
3,Moonidih UG,2026-09-14,59.72
3,Moonidih UG,2026-09-15,45.31
3,Moonidih UG,2026-09-16,60.09
3,Moonidih UG,2026-09-17,48.5
3,Moonidih UG,2026-09-18,55.33
3,Moonidih UG,2026-09-19,50.13
3,Moonidih UG,2026-09-20,53.67
3,Moonidih UG,2026-09-21,64.41
4,Lodna OCP,2026-06-01,60.19
4,Lodna OCP,2026-06-02,43.75
4,Lodna OCP,2026-06-03,44.32
4,Lodna OCP,2026-06-04,57.71
4,Lodna OCP,2026-06-05,58.43
4,Lodna OCP,2026-06-06,48.26
4,Lodna OCP,2026-06-07,70.91
4,Lodna OCP,2026-06-08,63.13
4,Lodna OCP,2026-06-09,48.74
4,Lodna OCP,2026-06-10,146.58
4,Lodna OCP,2026-06-11,51.68
4,Lodna OCP,2026-06-12,67.56
4,Lodna OCP,2026-06-13,64.85
4,Lodna OCP,2026-06-14,55.35
4,Lodna OCP,2026-06-15,61.78
4,Lodna OCP,2026-06-16,63.23
4,Lodna OCP,2026-06-17,55.58
4,Lodna OCP,2026-06-18,59.03
4,Lodna OCP,2026-06-19,60.94
4,Lodna OCP,2026-06-20,138.32
4,Lodna OCP,2026-06-21,48.22
4,Lodna OCP,2026-06-22,52.11
4,Lodna OCP,2026-06-23,47.93
4,Lodna OCP,2026-06-24,40.27
4,Lodna OCP,2026-06-25,61.76
4,Lodna OCP,2026-06-26,58.46
4,Lodna OCP,2026-06-27,41.61
4,Lodna OCP,2026-06-28,52.59
4,Lodna OCP,2026-06-29,53.16
4,Lodna OCP,2026-06-30,56.82
4,Lodna OCP,2026-07-01,44.18
4,Lodna OCP,2026-07-02,41.46
4,Lodna OCP,2026-07-03,60.2
4,Lodna OCP,2026-07-04,39.66
4,Lodna OCP,2026-07-05,52.67
4,Lodna OCP,2026-07-06,51.74
4,Lodna OCP,2026-07-07,53.77
4,Lodna OCP,2026-07-08,57.53
4,Lodna OCP,2026-07-09,70.99
4,Lodna OCP,2026-07-10,163.15
4,Lodna OCP,2026-07-11,29.88
4,Lodna OCP,2026-07-12,68.94
4,Lodna OCP,2026-07-13,34.57
4,Lodna OCP,2026-07-14,79.36
4,Lodna OCP,2026-07-15,51.1
4,Lodna OCP,2026-07-16,67.9
4,Lodna OCP,2026-07-17,65.84
4,Lodna OCP,2026-07-18,50.64
4,Lodna OCP,2026-07-19,51.4
4,Lodna OCP,2026-07-20,161.81
4,Lodna OCP,2026-07-21,50.77
4,Lodna OCP,2026-07-22,46.81
4,Lodna OCP,2026-07-23,60.37
4,Lodna OCP,2026-07-24,46.03
4,Lodna OCP,2026-07-25,51.71
4,Lodna OCP,2026-07-26,56.07
4,Lodna OCP,2026-07-27,48.58
4,Lodna OCP,2026-07-28,50.08
4,Lodna OCP,2026-07-29,70.35
4,Lodna OCP,2026-07-30,52.96
4,Lodna OCP,2026-07-31,51.4
4,Lodna OCP,2026-08-01,53.25
4,Lodna OCP,2026-08-02,59.54
4,Lodna OCP,2026-08-03,44.66
4,Lodna OCP,2026-08-04,59.27
4,Lodna OCP,2026-08-05,57.56
4,Lodna OCP,2026-08-06,37.11
4,Lodna OCP,2026-08-07,72.94
4,Lodna OCP,2026-08-08,69.61
4,Lodna OCP,2026-08-09,46.99
4,Lodna OCP,2026-08-10,153.42
4,Lodna OCP,2026-08-11,40.74
4,Lodna OCP,2026-08-12,68.64
4,Lodna OCP,2026-08-13,50.32
4,Lodna OCP,2026-08-14,71.22
4,Lodna OCP,2026-08-15,46.76
4,Lodna OCP,2026-08-16,53.88
4,Lodna OCP,2026-08-17,67.67
4,Lodna OCP,2026-08-18,51.77
4,Lodna OCP,2026-08-19,57.72
4,Lodna OCP,2026-08-20,141.66
4,Lodna OCP,2026-08-21,42.38
4,Lodna OCP,2026-08-22,40.41
4,Lodna OCP,2026-08-23,60.83
4,Lodna OCP,2026-08-24,58.89
4,Lodna OCP,2026-08-25,65.62
4,Lodna OCP,2026-08-26,52.26
4,Lodna OCP,2026-08-27,40.69
4,Lodna OCP,2026-08-28,31.47
4,Lodna OCP,2026-08-29,83.68
4,Lodna OCP,2026-08-30,60.27
4,Lodna OCP,2026-08-31,56.37
4,Lodna OCP,2026-09-01,57.79
4,Lodna OCP,2026-09-02,40.69
4,Lodna OCP,2026-09-03,47.05
4,Lodna OCP,2026-09-04,72.43
4,Lodna OCP,2026-09-05,61.58
4,Lodna OCP,2026-09-06,47.36
4,Lodna OCP,2026-09-07,42.73
4,Lodna OCP,2026-09-08,49.84
4,Lodna OCP,2026-09-09,51.85
4,Lodna OCP,2026-09-10,147.18
4,Lodna OCP,2026-09-11,43.1
4,Lodna OCP,2026-09-12,54.41
4,Lodna OCP,2026-09-13,57.64
4,Lodna OCP,2026-09-14,42.19
4,Lodna OCP,2026-09-15,59.02
4,Lodna OCP,2026-09-16,67.09
4,Lodna OCP,2026-09-17,56.39
4,Lodna OCP,2026-09-18,47.03
4,Lodna OCP,2026-09-19,49.71
4,Lodna OCP,2026-09-20,147.99
4,Lodna OCP,2026-09-21,58.11
5,Sijua OCP,2026-06-01,46.03
5,Sijua OCP,2026-06-02,74.4
5,Sijua OCP,2026-06-03,62.92
5,Sijua OCP,2026-06-04,37.07
5,Sijua OCP,2026-06-05,37.28
5,Sijua OCP,2026-06-06,45.16
5,Sijua OCP,2026-06-07,70.73
5,Sijua OCP,2026-06-08,63.91
5,Sijua OCP,2026-06-09,71.24
5,Sijua OCP,2026-06-10,55.1
5,Sijua OCP,2026-06-11,52.91
5,Sijua OCP,2026-06-12,42.52
5,Sijua OCP,2026-06-13,58.5
5,Sijua OCP,2026-06-14,53.04
5,Sijua OCP,2026-06-15,52.65
5,Sijua OCP,2026-06-16,71.18
5,Sijua OCP,2026-06-17,53.74
5,Sijua OCP,2026-06-18,68.31
5,Sijua OCP,2026-06-19,39.12
5,Sijua OCP,2026-06-20,81.88
5,Sijua OCP,2026-06-21,51.27
5,Sijua OCP,2026-06-22,62.07
5,Sijua OCP,2026-06-23,63.66
5,Sijua OCP,2026-06-24,50.03
5,Sijua OCP,2026-06-25,63.19
5,Sijua OCP,2026-06-26,63.71
5,Sijua OCP,2026-06-27,47.87
5,Sijua OCP,2026-06-28,47.99
5,Sijua OCP,2026-06-29,55.45
5,Sijua OCP,2026-06-30,53.85
5,Sijua OCP,2026-07-01,68.93
5,Sijua OCP,2026-07-02,62.03
5,Sijua OCP,2026-07-03,54.3
5,Sijua OCP,2026-07-04,61.06
5,Sijua OCP,2026-07-05,34.53
5,Sijua OCP,2026-07-06,48.85
5,Sijua OCP,2026-07-07,57.88
5,Sijua OCP,2026-07-08,66.15
5,Sijua OCP,2026-07-09,57.0
5,Sijua OCP,2026-07-10,69.58
5,Sijua OCP,2026-07-11,63.68
5,Sijua OCP,2026-07-12,50.12
5,Sijua OCP,2026-07-13,53.6
5,Sijua OCP,2026-07-14,59.08
5,Sijua OCP,2026-07-15,50.51
5,Sijua OCP,2026-07-16,70.31
5,Sijua OCP,2026-07-17,43.91
5,Sijua OCP,2026-07-18,58.16
5,Sijua OCP,2026-07-19,62.35
5,Sijua OCP,2026-07-20,51.87
5,Sijua OCP,2026-07-21,49.61
5,Sijua OCP,2026-07-22,54.24
5,Sijua OCP,2026-07-23,63.12
5,Sijua OCP,2026-07-24,50.0
5,Sijua OCP,2026-07-25,44.31
5,Sijua OCP,2026-07-26,66.51
5,Sijua OCP,2026-07-27,58.99
5,Sijua OCP,2026-07-28,65.08
5,Sijua OCP,2026-07-29,62.59
5,Sijua OCP,2026-07-30,76.8
5,Sijua OCP,2026-07-31,66.15
5,Sijua OCP,2026-08-01,47.76
5,Sijua OCP,2026-08-02,59.7
5,Sijua OCP,2026-08-03,49.43
5,Sijua OCP,2026-08-04,50.46
5,Sijua OCP,2026-08-05,40.87
5,Sijua OCP,2026-08-06,52.14
5,Sijua OCP,2026-08-07,60.45
5,Sijua OCP,2026-08-08,54.34
5,Sijua OCP,2026-08-09,44.01
5,Sijua OCP,2026-08-10,39.77
5,Sijua OCP,2026-08-11,76.12
5,Sijua OCP,2026-08-12,58.25
5,Sijua OCP,2026-08-13,46.76
5,Sijua OCP,2026-08-14,59.62
5,Sijua OCP,2026-08-15,76.89
5,Sijua OCP,2026-08-16,61.2
5,Sijua OCP,2026-08-17,27.13
5,Sijua OCP,2026-08-18,81.52
5,Sijua OCP,2026-08-19,36.51
5,Sijua OCP,2026-08-20,52.94
5,Sijua OCP,2026-08-21,43.67
5,Sijua OCP,2026-08-22,47.6
5,Sijua OCP,2026-08-23,57.84
5,Sijua OCP,2026-08-24,34.29
5,Sijua OCP,2026-08-25,54.1
5,Sijua OCP,2026-08-26,66.47
5,Sijua OCP,2026-08-27,46.57
5,Sijua OCP,2026-08-28,41.1
5,Sijua OCP,2026-08-29,53.61
5,Sijua OCP,2026-08-30,51.62
5,Sijua OCP,2026-08-31,49.05
5,Sijua OCP,2026-09-01,43.12
5,Sijua OCP,2026-09-02,60.19
5,Sijua OCP,2026-09-03,60.95
5,Sijua OCP,2026-09-04,44.34
5,Sijua OCP,2026-09-05,45.73
5,Sijua OCP,2026-09-06,56.36
5,Sijua OCP,2026-09-07,45.35
5,Sijua OCP,2026-09-08,56.79
5,Sijua OCP,2026-09-09,69.68
5,Sijua OCP,2026-09-10,54.4
5,Sijua OCP,2026-09-11,42.86
5,Sijua OCP,2026-09-12,58.92
5,Sijua OCP,2026-09-13,53.22
5,Sijua OCP,2026-09-14,53.5
5,Sijua OCP,2026-09-15,59.75
5,Sijua OCP,2026-09-16,61.91
5,Sijua OCP,2026-09-17,55.36
5,Sijua OCP,2026-09-18,54.39
5,Sijua OCP,2026-09-19,75.64
5,Sijua OCP,2026-09-20,67.01
5,Sijua OCP,2026-09-21,63.34
6,Barora OCP,2026-06-01,56.31
6,Barora OCP,2026-06-02,44.94
6,Barora OCP,2026-06-03,66.27
6,Barora OCP,2026-06-04,56.44
6,Barora OCP,2026-06-05,49.23
6,Barora OCP,2026-06-06,52.57
6,Barora OCP,2026-06-07,45.34
6,Barora OCP,2026-06-08,65.57
6,Barora OCP,2026-06-09,61.83
6,Barora OCP,2026-06-10,56.82
6,Barora OCP,2026-06-11,54.57
6,Barora OCP,2026-06-12,48.19
6,Barora OCP,2026-06-13,33.7
6,Barora OCP,2026-06-14,40.87
6,Barora OCP,2026-06-15,47.57
6,Barora OCP,2026-06-16,46.07
6,Barora OCP,2026-06-17,57.89
6,Barora OCP,2026-06-18,63.11
6,Barora OCP,2026-06-19,53.72
6,Barora OCP,2026-06-20,69.09
6,Barora OCP,2026-06-21,47.17
6,Barora OCP,2026-06-22,53.64
6,Barora OCP,2026-06-23,54.49
6,Barora OCP,2026-06-24,65.92
6,Barora OCP,2026-06-25,56.06
6,Barora OCP,2026-06-26,56.34
6,Barora OCP,2026-06-27,38.45
6,Barora OCP,2026-06-28,46.0
6,Barora OCP,2026-06-29,65.96
6,Barora OCP,2026-06-30,34.25
6,Barora OCP,2026-07-01,68.43
6,Barora OCP,2026-07-02,60.0
6,Barora OCP,2026-07-03,47.52
6,Barora OCP,2026-07-04,46.68
6,Barora OCP,2026-07-05,73.96
6,Barora OCP,2026-07-06,69.11
6,Barora OCP,2026-07-07,53.81
6,Barora OCP,2026-07-08,56.35
6,Barora OCP,2026-07-09,48.54
6,Barora OCP,2026-07-10,56.35
6,Barora OCP,2026-07-11,48.26
6,Barora OCP,2026-07-12,54.21
6,Barora OCP,2026-07-13,73.1
6,Barora OCP,2026-07-14,54.04
6,Barora OCP,2026-07-15,44.52
6,Barora OCP,2026-07-16,41.34
6,Barora OCP,2026-07-17,56.27
6,Barora OCP,2026-07-18,47.39
6,Barora OCP,2026-07-19,57.47
6,Barora OCP,2026-07-20,38.8
6,Barora OCP,2026-07-21,61.9
6,Barora OCP,2026-07-22,44.4
6,Barora OCP,2026-07-23,55.46
6,Barora OCP,2026-07-24,51.62
6,Barora OCP,2026-07-25,72.18
6,Barora OCP,2026-07-26,56.71
6,Barora OCP,2026-07-27,74.45
6,Barora OCP,2026-07-28,60.61
6,Barora OCP,2026-07-29,69.25
6,Barora OCP,2026-07-30,52.91
6,Barora OCP,2026-07-31,58.46
6,Barora OCP,2026-08-01,67.19
6,Barora OCP,2026-08-02,64.05
6,Barora OCP,2026-08-03,60.31
6,Barora OCP,2026-08-04,51.72
6,Barora OCP,2026-08-05,53.41
6,Barora OCP,2026-08-06,66.38
6,Barora OCP,2026-08-07,68.46
6,Barora OCP,2026-08-08,49.07
6,Barora OCP,2026-08-09,47.56
6,Barora OCP,2026-08-10,45.96
6,Barora OCP,2026-08-11,63.3
6,Barora OCP,2026-08-12,45.71
6,Barora OCP,2026-08-13,63.18
6,Barora OCP,2026-08-14,60.46
6,Barora OCP,2026-08-15,49.55
6,Barora OCP,2026-08-16,70.64
6,Barora OCP,2026-08-17,40.38
6,Barora OCP,2026-08-18,71.6
6,Barora OCP,2026-08-19,58.19
6,Barora OCP,2026-08-20,34.27
6,Barora OCP,2026-08-21,70.92
6,Barora OCP,2026-08-22,64.72
6,Barora OCP,2026-08-23,50.72
6,Barora OCP,2026-08-24,45.35
6,Barora OCP,2026-08-25,39.31
6,Barora OCP,2026-08-26,79.15
6,Barora OCP,2026-08-27,45.77
