mine_id,mine_name,date,produced_t,dispatched_t
2,Bastacolla OCP,2026-09-13,4464.05,4167.25
2,Bastacolla OCP,2026-09-14,3949.85,3735.6
2,Bastacolla OCP,2026-09-15,3995.63,3669.93
2,Bastacolla OCP,2026-09-16,4355.94,4197.39
2,Bastacolla OCP,2026-09-17,4048.8,2024.4
2,Bastacolla OCP,2026-09-18,3930.1,3586.71
2,Bastacolla OCP,2026-09-19,4107.77,3880.11
2,Bastacolla OCP,2026-09-20,4215.96,3876.73
2,Bastacolla OCP,2026-09-21,3945.44,3669.7
3,Moonidih UG,2026-06-01,4340.3,4116.51
3,Moonidih UG,2026-06-02,3702.67,3556.33
3,Moonidih UG,2026-06-03,4074.58,3906.43
3,Moonidih UG,2026-06-04,4095.68,3629.19
3,Moonidih UG,2026-06-05,3786.42,3514.68
3,Moonidih UG,2026-06-06,4839.69,4498.88
3,Moonidih UG,2026-06-07,4089.68,3805.37
3,Moonidih UG,2026-06-08,4328.81,3859.23
3,Moonidih UG,2026-06-09,4040.74,3816.5
3,Moonidih UG,2026-06-10,3786.36,3476.05
3,Moonidih UG,2026-06-11,3778.29,3524.67
3,Moonidih UG,2026-06-12,3927.39,3519.98
3,Moonidih UG,2026-06-13,4047.48,3707.79
3,Moonidih UG,2026-06-14,3718.77,3405.62
3,Moonidih UG,2026-06-15,3839.05,3581.62
3,Moonidih UG,2026-06-16,4863.36,4470.14
3,Moonidih UG,2026-06-17,4161.48,3541.58
3,Moonidih UG,2026-06-18,3925.45,3508.93
3,Moonidih UG,2026-06-19,3740.2,3464.59
3,Moonidih UG,2026-06-20,3795.66,3469.94
3,Moonidih UG,2026-06-21,4216.79,3947.56
3,Moonidih UG,2026-06-22,4527.62,4284.33
3,Moonidih UG,2026-06-23,4298.06,3916.0
3,Moonidih UG,2026-06-24,3755.03,3529.88
3,Moonidih UG,2026-06-25,4216.16,3853.14
3,Moonidih UG,2026-06-26,4626.37,4347.96
3,Moonidih UG,2026-06-27,4105.06,3892.32
3,Moonidih UG,2026-06-28,4299.0,4028.71
3,Moonidih UG,2026-06-29,4117.79,3827.18
3,Moonidih UG,2026-06-30,4365.49,4121.86
3,Moonidih UG,2026-07-01,3968.35,3625.18
3,Moonidih UG,2026-07-02,3292.28,3052.65
3,Moonidih UG,2026-07-03,3854.61,3434.28
3,Moonidih UG,2026-07-04,4067.72,3823.79
3,Moonidih UG,2026-07-05,4185.41,3944.95
3,Moonidih UG,2026-07-06,4079.21,3769.49
3,Moonidih UG,2026-07-07,4073.39,3816.31
3,Moonidih UG,2026-07-08,3896.95,3712.33
3,Moonidih UG,2026-07-09,4218.19,3887.53
3,Moonidih UG,2026-07-10,3771.55,3395.56
3,Moonidih UG,2026-07-11,4429.21,4031.75
3,Moonidih UG,2026-07-12,4289.97,3926.26
3,Moonidih UG,2026-07-13,4855.51,4585.66
3,Moonidih UG,2026-07-14,3886.29,3739.7
3,Moonidih UG,2026-07-15,4726.7,4249.82
3,Moonidih UG,2026-07-16,3922.62,3695.35
3,Moonidih UG,2026-07-17,4102.8,3680.38
3,Moonidih UG,2026-07-18,3813.81,3710.47
3,Moonidih UG,2026-07-19,4850.25,4519.02
3,Moonidih UG,2026-07-20,4336.32,4056.83
3,Moonidih UG,2026-07-21,4339.74,4191.16
3,Moonidih UG,2026-07-22,3947.72,3637.21
3,Moonidih UG,2026-07-23,3518.73,3248.98
3,Moonidih UG,2026-07-24,4090.75,3821.02
3,Moonidih UG,2026-07-25,4034.68,3834.26
3,Moonidih UG,2026-07-26,3653.39,3338.92
3,Moonidih UG,2026-07-27,4109.96,3947.49
3,Moonidih UG,2026-07-28,4218.76,3948.26
3,Moonidih UG,2026-07-29,4061.69,3977.38
3,Moonidih UG,2026-07-30,4404.83,4228.14
3,Moonidih UG,2026-07-31,4218.98,3999.81
3,Moonidih UG,2026-08-01,4083.38,3668.15
3,Moonidih UG,2026-08-02,4359.49,3946.48
3,Moonidih UG,2026-08-03,4299.12,3959.5
3,Moonidih UG,2026-08-04,3665.66,3397.41
3,Moonidih UG,2026-08-05,4132.53,3710.16
3,Moonidih UG,2026-08-06,4048.13,3721.65
3,Moonidih UG,2026-08-07,4267.73,3851.96
3,Moonidih UG,2026-08-08,4159.88,3777.1
3,Moonidih UG,2026-08-09,3688.54,3549.94
3,Moonidih UG,2026-08-10,3515.0,3136.4
3,Moonidih UG,2026-08-11,4402.1,4012.42
3,Moonidih UG,2026-08-12,3996.79,3753.15
3,Moonidih UG,2026-08-13,4163.69,3719.32
3,Moonidih UG,2026-08-14,4708.15,4328.77
3,Moonidih UG,2026-08-15,4299.31,3865.77
3,Moonidih UG,2026-08-16,4123.25,3862.34
3,Moonidih UG,2026-08-17,4161.29,3959.16
3,Moonidih UG,2026-08-18,4147.5,3959.24
3,Moonidih UG,2026-08-19,4507.5,4153.13
3,Moonidih UG,2026-08-20,4628.87,4491.8
3,Moonidih UG,2026-08-21,4770.51,4627.76
3,Moonidih UG,2026-08-22,3840.51,3602.59
3,Moonidih UG,2026-08-23,4592.32,4269.76
3,Moonidih UG,2026-08-24,4126.85,3906.11
3,Moonidih UG,2026-08-25,3787.22,3373.96
3,Moonidih UG,2026-08-26,4439.59,4004.35
3,Moonidih UG,2026-08-27,4319.05,4283.26
3,Moonidih UG,2026-08-28,3826.63,3480.14
3,Moonidih UG,2026-08-29,4089.08,3844.97
3,Moonidih UG,2026-08-30,3869.03,3474.27
3,Moonidih UG,2026-08-31,4336.86,3986.74
3,Moonidih UG,2026-09-01,4009.92,3692.29
3,Moonidih UG,2026-09-02,3798.67,3511.65
3,Moonidih UG,2026-09-03,3441.62,3298.43
3,Moonidih UG,2026-09-04,4103.31,3565.79
3,Moonidih UG,2026-09-05,3659.78,3484.14
3,Moonidih UG,2026-09-06,4265.03,3788.09
3,Moonidih UG,2026-09-07,4260.65,3890.44
3,Moonidih UG,2026-09-08,4098.72,3849.78
3,Moonidih UG,2026-09-09,4224.66,3990.48
3,Moonidih UG,2026-09-10,4417.28,4277.91
3,Moonidih UG,2026-09-11,4467.0,4163.06
3,Moonidih UG,2026-09-12,4135.58,3999.88
3,Moonidih UG,2026-09-13,3906.06,3486.2
3,Moonidih UG,2026-09-14,4137.42,3809.58
3,Moonidih UG,2026-09-15,3936.14,3639.05
3,Moonidih UG,2026-09-16,3788.35,3478.37
3,Moonidih UG,2026-09-17,4311.19,3979.13
3,Moonidih UG,2026-09-18,3928.92,3663.13
3,Moonidih UG,2026-09-19,4361.16,4082.3
3,Moonidih UG,2026-09-20,4113.81,3623.46
3,Moonidih UG,2026-09-21,3914.7,3506.66
4,Lodna OCP,2026-06-01,3853.6,3488.12
4,Lodna OCP,2026-06-02,4412.45,4163.48
4,Lodna OCP,2026-06-03,3834.76,3731.8
4,Lodna OCP,2026-06-04,4015.47,3662.84
4,Lodna OCP,2026-06-05,3876.71,3567.02
4,Lodna OCP,2026-06-06,3757.07,3480.46
4,Lodna OCP,2026-06-07,3855.89,3563.68
4,Lodna OCP,2026-06-08,4049.68,3868.71
4,Lodna OCP,2026-06-09,4002.34,3795.75
4,Lodna OCP,2026-06-10,3805.82,3397.55
4,Lodna OCP,2026-06-11,4091.95,4012.17
4,Lodna OCP,2026-06-12,4013.02,3621.54
4,Lodna OCP,2026-06-13,3971.59,3521.82
4,Lodna OCP,2026-06-14,3943.0,3592.66
4,Lodna OCP,2026-06-15,4510.99,4165.97
4,Lodna OCP,2026-06-16,3787.65,3581.9
4,Lodna OCP,2026-06-17,4551.02,4331.48
4,Lodna OCP,2026-06-18,4492.7,4235.73
4,Lodna OCP,2026-06-19,4242.43,4081.04
4,Lodna OCP,2026-06-20,4017.52,3805.05
4,Lodna OCP,2026-06-21,4267.68,3958.36
4,Lodna OCP,2026-06-22,4338.79,4087.85
4,Lodna OCP,2026-06-23,3920.93,3602.66
4,Lodna OCP,2026-06-24,3891.12,3483.28
4,Lodna OCP,2026-06-25,4165.64,3898.26
4,Lodna OCP,2026-06-26,4338.65,4046.29
4,Lodna OCP,2026-06-27,3702.58,3508.73
4,Lodna OCP,2026-06-28,4517.31,4208.92
4,Lodna OCP,2026-06-29,3695.53,3360.32
4,Lodna OCP,2026-06-30,4032.22,3819.67
4,Lodna OCP,2026-07-01,3856.54,3456.55
4,Lodna OCP,2026-07-02,3610.35,3394.1
4,Lodna OCP,2026-07-03,4236.04,3778.2
4,Lodna OCP,2026-07-04,4366.16,4150.76
4,Lodna OCP,2026-07-05,4658.81,4494.32
4,Lodna OCP,2026-07-06,4279.6,3930.82
4,Lodna OCP,2026-07-07,3935.67,3565.91
4,Lodna OCP,2026-07-08,4045.83,3676.32
4,Lodna OCP,2026-07-09,3648.12,3314.62
4,Lodna OCP,2026-07-10,4076.37,3661.4
4,Lodna OCP,2026-07-11,4186.81,3761.88
4,Lodna OCP,2026-07-12,4352.28,4065.03
4,Lodna OCP,2026-07-13,4436.3,4056.89
4,Lodna OCP,2026-07-14,4341.57,4270.8
4,Lodna OCP,2026-07-15,3905.23,3466.82
4,Lodna OCP,2026-07-16,3823.22,3434.97
4,Lodna OCP,2026-07-17,4411.94,4184.51
4,Lodna OCP,2026-07-18,3601.43,3358.32
4,Lodna OCP,2026-07-19,4823.4,4609.73
4,Lodna OCP,2026-07-20,3961.72,3761.48
4,Lodna OCP,2026-07-21,4564.44,4288.73
4,Lodna OCP,2026-07-22,4012.23,3570.88
4,Lodna OCP,2026-07-23,4373.85,4165.78
4,Lodna OCP,2026-07-24,3832.92,3417.11
4,Lodna OCP,2026-07-25,4205.04,4059.94
4,Lodna OCP,2026-07-26,3665.07,3476.67
4,Lodna OCP,2026-07-27,3828.15,3732.76
4,Lodna OCP,2026-07-28,3870.15,3662.06
4,Lodna OCP,2026-07-29,4061.2,3591.9
4,Lodna OCP,2026-07-30,4119.95,3836.7
4,Lodna OCP,2026-07-31,4352.78,4076.51
4,Lodna OCP,2026-08-01,4320.05,3991.98
4,Lodna OCP,2026-08-02,4236.78,3660.13
4,Lodna OCP,2026-08-03,4473.34,4281.51
4,Lodna OCP,2026-08-04,4311.07,4090.24
4,Lodna OCP,2026-08-05,4333.88,4171.39
4,Lodna OCP,2026-08-06,3867.67,3533.28
4,Lodna OCP,2026-08-07,4499.3,4149.04
4,Lodna OCP,2026-08-08,4456.24,4118.85
4,Lodna OCP,2026-08-09,4251.75,4002.12
4,Lodna OCP,2026-08-10,4443.9,4041.41
4,Lodna OCP,2026-08-11,4181.07,3892.76
4,Lodna OCP,2026-08-12,4677.42,4379.46
4,Lodna OCP,2026-08-13,4222.71,3874.28
4,Lodna OCP,2026-08-14,4170.66,3952.69
4,Lodna OCP,2026-08-15,4313.39,4017.27
4,Lodna OCP,2026-08-16,4752.67,4373.83
4,Lodna OCP,2026-08-17,4021.36,3648.45
4,Lodna OCP,2026-08-18,4292.36,3861.42
4,Lodna OCP,2026-08-19,4042.66,3723.8
4,Lodna OCP,2026-08-20,4170.27,3864.42
4,Lodna OCP,2026-08-21,3934.44,3576.85
4,Lodna OCP,2026-08-22,4325.39,3896.87
4,Lodna OCP,2026-08-23,4196.99,3938.18
4,Lodna OCP,2026-08-24,4436.79,4216.21
4,Lodna OCP,2026-08-25,4525.5,4117.21
4,Lodna OCP,2026-08-26,4577.18,4239.52
4,Lodna OCP,2026-08-27,4054.05,3743.13
4,Lodna OCP,2026-08-28,4314.02,4070.03
4,Lodna OCP,2026-08-29,4599.93,4241.93
4,Lodna OCP,2026-08-30,3932.33,3444.05
4,Lodna OCP,2026-08-31,4229.22,4038.63
4,Lodna OCP,2026-09-01,3950.92,3502.15
4,Lodna OCP,2026-09-02,4747.5,4346.55
4,Lodna OCP,2026-09-03,4595.79,4174.13
4,Lodna OCP,2026-09-04,4367.07,4034.17
4,Lodna OCP,2026-09-05,4361.96,3988.36
4,Lodna OCP,2026-09-06,3977.52,3604.32
4,Lodna OCP,2026-09-07,4637.59,4358.22
4,Lodna OCP,2026-09-08,4106.03,3758.37
4,Lodna OCP,2026-09-09,4005.1,3836.78
4,Lodna OCP,2026-09-10,4544.32,4289.41
4,Lodna OCP,2026-09-11,4205.53,3966.55
4,Lodna OCP,2026-09-12,4583.03,4197.71
4,Lodna OCP,2026-09-13,4127.78,3945.77
4,Lodna OCP,2026-09-14,4095.92,3738.91
4,Lodna OCP,2026-09-15,4256.59,3945.68
4,Lodna OCP,2026-09-16,4263.51,3887.63
4,Lodna OCP,2026-09-17,4187.44,3842.44
4,Lodna OCP,2026-09-18,3903.92,3348.54
4,Lodna OCP,2026-09-19,4114.84,3794.48
4,Lodna OCP,2026-09-20,4369.94,4111.02
4,Lodna OCP,2026-09-21,4202.35,3902.78
5,Sijua OCP,2026-06-01,3925.79,3581.93
5,Sijua OCP,2026-06-02,3705.23,3229.96
5,Sijua OCP,2026-06-03,4437.89,4073.98
5,Sijua OCP,2026-06-04,3679.01,3458.26
5,Sijua OCP,2026-06-05,4616.8,3901.68
5,Sijua OCP,2026-06-06,4558.41,4154.71
5,Sijua OCP,2026-06-07,4357.49,4142.24
5,Sijua OCP,2026-06-08,4498.55,4308.67
5,Sijua OCP,2026-06-09,3836.82,3664.18
5,Sijua OCP,2026-06-10,4492.72,4198.46
5,Sijua OCP,2026-06-11,4230.26,3931.8
5,Sijua OCP,2026-06-12,3862.29,3629.36
5,Sijua OCP,2026-06-13,4013.87,3854.4
5,Sijua OCP,2026-06-14,4048.74,3856.87
5,Sijua OCP,2026-06-15,4373.3,4007.21
5,Sijua OCP,2026-06-16,3811.91,3541.57
5,Sijua OCP,2026-06-17,4756.82,4554.89
5,Sijua OCP,2026-06-18,4327.99,4017.44
5,Sijua OCP,2026-06-19,4527.87,4198.32
5,Sijua OCP,2026-06-20,4070.61,3763.93
5,Sijua OCP,2026-06-21,4224.41,3933.58
5,Sijua OCP,2026-06-22,3804.27,3379.96
5,Sijua OCP,2026-06-23,4519.93,4324.35
5,Sijua OCP,2026-06-24,4109.78,3832.29
5,Sijua OCP,2026-06-25,3853.04,3739.72
5,Sijua OCP,2026-06-26,3998.82,3734.46
5,Sijua OCP,2026-06-27,3767.63,3449.93
5,Sijua OCP,2026-06-28,4548.86,4164.65
5,Sijua OCP,2026-06-29,4161.99,4046.04
5,Sijua OCP,2026-06-30,4414.71,4100.07
5,Sijua OCP,2026-07-01,4327.31,3833.7
5,Sijua OCP,2026-07-02,3952.56,3940.04
5,Sijua OCP,2026-07-03,3883.96,3535.36
5,Sijua OCP,2026-07-04,4208.08,4029.64
5,Sijua OCP,2026-07-05,3774.08,3509.55
5,Sijua OCP,2026-07-06,3826.17,3474.11
5,Sijua OCP,2026-07-07,4076.57,3839.28
5,Sijua OCP,2026-07-08,3972.52,3646.2
5,Sijua OCP,2026-07-09,4212.78,3892.59
5,Sijua OCP,2026-07-10,4254.04,3961.26
5,Sijua OCP,2026-07-11,3890.06,3663.1
5,Sijua OCP,2026-07-12,4081.6,3575.08
5,Sijua OCP,2026-07-13,3795.35,3537.25
5,Sijua OCP,2026-07-14,4229.48,3959.81
5,Sijua OCP,2026-07-15,4522.19,4253.04
5,Sijua OCP,2026-07-16,4129.64,3748.17
5,Sijua OCP,2026-07-17,4743.21,4302.46
5,Sijua OCP,2026-07-18,4159.0,3863.96
5,Sijua OCP,2026-07-19,4214.02,3899.32
5,Sijua OCP,2026-07-20,3945.8,3552.14
5,Sijua OCP,2026-07-21,4261.98,3966.47
5,Sijua OCP,2026-07-22,3818.66,3512.43
